Município;Cód. IBGE;UF;Região;Fabricante;Doses Aplicadas;Dose 1;Dose 2
Araponga;310370;MG;Sudeste;PFIZER/BIONTECH;250;250;0
Araponga;310370;MG;Sudeste;JANSSEN;110;0;0
Arapongas;410150;PR;Sul;FIOCRUZ/ASTRAZENECA;38111;35655;2456
Arapongas;410150;PR;Sul;BUTANTAN/SINOVAC;29165;16178;12987
Arapongas;410150;PR;Sul;PFIZER/BIONTECH;6966;6935;31
Arapongas;410150;PR;Sul;JANSSEN;1014;0;0
Araporã;310375;MG;Sudeste;BUTANTAN/SINOVAC;1848;980;868
Araporã;310375;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1147;1086;61
Araporã;310375;MG;Sudeste;PFIZER/BIONTECH;129;129;0
Araporã;310375;MG;Sudeste;JANSSEN;80;0;0
Arapoti;410160;PR;Sul;FIOCRUZ/ASTRAZENECA;6534;6164;370
Arapoti;410160;PR;Sul;BUTANTAN/SINOVAC;4782;2533;2249
Arapoti;410160;PR;Sul;PFIZER/BIONTECH;1733;1733;0
Arapoti;410160;PR;Sul;JANSSEN;194;0;0
Arapuá;310380;MG;Sudeste;BUTANTAN/SINOVAC;1124;575;549
Arapuá;310380;MG;Sudeste;FIOCRUZ/ASTRAZENECA;958;815;143
Arapuá;310380;MG;Sudeste;PFIZER/BIONTECH;190;190;0
Arapuá;310380;MG;Sudeste;JANSSEN;59;0;0
Arapuã;410165;PR;Sul;FIOCRUZ/ASTRAZENECA;1159;1061;98
Arapuã;410165;PR;Sul;BUTANTAN/SINOVAC;1024;539;485
Arapuã;410165;PR;Sul;PFIZER/BIONTECH;67;67;0
Arapuã;410165;PR;Sul;JANSSEN;40;0;0
Araputanga;510125;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;3993;3699;294
Araputanga;510125;MT;Centro-Oeste;BUTANTAN/SINOVAC;3007;1588;1419
Araputanga;510125;MT;Centro-Oeste;PFIZER/BIONTECH;481;480;1
Araputanga;510125;MT;Centro-Oeste;JANSSEN;102;0;0
Araquari;420130;SC;Sul;FIOCRUZ/ASTRAZENECA;7203;6583;620
Araquari;420130;SC;Sul;BUTANTAN/SINOVAC;4223;2387;1836
Araquari;420130;SC;Sul;PFIZER/BIONTECH;825;823;2
Araquari;420130;SC;Sul;JANSSEN;49;0;0
Arara;250090;PB;Nordeste;BUTANTAN/SINOVAC;4023;2050;1973
Arara;250090;PB;Nordeste;FIOCRUZ/ASTRAZENECA;3026;2709;317
Arara;250090;PB;Nordeste;PFIZER/BIONTECH;495;495;0
Arara;250090;PB;Nordeste;JANSSEN;118;0;0
Araranguá;420140;SC;Sul;FIOCRUZ/ASTRAZENECA;17345;15143;2202
Araranguá;420140;SC;Sul;BUTANTAN/SINOVAC;13011;6978;6033
Araranguá;420140;SC;Sul;PFIZER/BIONTECH;5040;5039;1
Araranguá;420140;SC;Sul;JANSSEN;228;0;0
Araraquara;350320;SP;Sudeste;FIOCRUZ/ASTRAZENECA;72041;64470;7571
Araraquara;350320;SP;Sudeste;BUTANTAN/SINOVAC;65756;35457;30299
Araraquara;350320;SP;Sudeste;PFIZER/BIONTECH;13059;13040;19
Araraquara;350320;SP;Sudeste;JANSSEN;3187;0;0
Araras;350330;SP;Sudeste;FIOCRUZ/ASTRAZENECA;41913;37874;4039
Araras;350330;SP;Sudeste;BUTANTAN/SINOVAC;28910;15901;13009
Araras;350330;SP;Sudeste;JANSSEN;7297;0;0
Araras;350330;SP;Sudeste;PFIZER/BIONTECH;6148;6147;1
Ararendá;230125;CE;Nordeste;BUTANTAN/SINOVAC;2355;1178;1177
Ararendá;230125;CE;Nordeste;FIOCRUZ/ASTRAZENECA;1641;1035;606
Arari;210100;MA;Nordeste;FIOCRUZ/ASTRAZENECA;6370;6083;287
Arari;210100;MA;Nordeste;BUTANTAN/SINOVAC;4008;2132;1876
Araricá;430087;RS;Sul;BUTANTAN/SINOVAC;2006;1048;958
Araricá;430087;RS;Sul;FIOCRUZ/ASTRAZENECA;1539;1532;7
Araricá;430087;RS;Sul;PFIZER/BIONTECH;394;394;0
Araricá;430087;RS;Sul;JANSSEN;175;0;0
Araripe;230130;CE;Nordeste;FIOCRUZ/ASTRAZENECA;3605;2342;1263
Araripe;230130;CE;Nordeste;BUTANTAN/SINOVAC;3168;1634;1534
Araripina;260110;PE;Nordeste;FIOCRUZ/ASTRAZENECA;19847;18206;1641
Araripina;260110;PE;Nordeste;BUTANTAN/SINOVAC;12861;6614;6247
Araripina;260110;PE;Nordeste;PFIZER/BIONTECH;3711;3709;2
Araripina;260110;PE;Nordeste;JANSSEN;458;0;0
Araruama;330020;RJ;Sudeste;BUTANTAN/SINOVAC;29473;15131;14342
Araruama;330020;RJ;Sudeste;FIOCRUZ/ASTRAZENECA;22224;19650;2574
Araruna;250100;PB;Nordeste;BUTANTAN/SINOVAC;4047;2271;1776
Araruna;250100;PB;Nordeste;FIOCRUZ/ASTRAZENECA;3454;3177;277
Araruna;250100;PB;Nordeste;PFIZER/BIONTECH;1129;1128;1
Araruna;250100;PB;Nordeste;JANSSEN;296;0;0
Araruna;410170;PR;Sul;FIOCRUZ/ASTRAZENECA;4386;4037;349
Araruna;410170;PR;Sul;BUTANTAN/SINOVAC;3097;1670;1427
Araruna;410170;PR;Sul;PFIZER/BIONTECH;553;553;0
Araruna;410170;PR;Sul;JANSSEN;253;0;0
Arataca;290225;BA;Nordeste;FIOCRUZ/ASTRAZENECA;2168;1971;197
Arataca;290225;BA;Nordeste;BUTANTAN/SINOVAC;1675;937;738
Arataca;290225;BA;Nordeste;PFIZER/BIONTECH;176;175;1
Aratiba;430090;RS;Sul;FIOCRUZ/ASTRAZENECA;2525;1972;553
Aratiba;430090;RS;Sul;BUTANTAN/SINOVAC;2442;1243;1199
Aratiba;430090;RS;Sul;PFIZER/BIONTECH;515;515;0
Aratiba;430090;RS;Sul;JANSSEN;149;0;0
Aratuba;230140;CE;Nordeste;BUTANTAN/SINOVAC;3680;1916;1764
Aratuba;230140;CE;Nordeste;FIOCRUZ/ASTRAZENECA;2864;2656;208
Aratuba;230140;CE;Nordeste;PFIZER/BIONTECH;233;233;0
Aratuba;230140;CE;Nordeste;JANSSEN;173;0;0
Aratuípe;290230;BA;Nordeste;FIOCRUZ/ASTRAZENECA;1823;1606;217
Aratuípe;290230;BA;Nordeste;BUTANTAN/SINOVAC;1448;818;630
Aratuípe;290230;BA;Nordeste;PFIZER/BIONTECH;478;478;0
Aratuípe;290230;BA;Nordeste;JANSSEN;71;0;0
Arauá;280040;SE;Nordeste;FIOCRUZ/ASTRAZENECA;1920;1830;90
Arauá;280040;SE;Nordeste;BUTANTAN/SINOVAC;1860;1029;831
Arauá;280040;SE;Nordeste;PFIZER/BIONTECH;475;475;0
Arauá;280040;SE;Nordeste;JANSSEN;71;0;0
Araucária;410180;PR;Sul;FIOCRUZ/ASTRAZENECA;30363;28656;1707
Araucária;410180;PR;Sul;BUTANTAN/SINOVAC;18705;9889;8816
Araucária;410180;PR;Sul;PFIZER/BIONTECH;13105;13102;3
Araucária;410180;PR;Sul;JANSSEN;5119;0;0
Araújos;310390;MG;Sudeste;FIOCRUZ/ASTRAZENECA;2078;1944;134
Araújos;310390;MG;Sudeste;BUTANTAN/SINOVAC;1618;830;788
Araújos;310390;MG;Sudeste;PFIZER/BIONTECH;245;245;0
Araújos;310390;MG;Sudeste;JANSSEN;11;0;0
Araxá;310400;MG;Sudeste;FIOCRUZ/ASTRAZENECA;23699;21160;2539
Araxá;310400;MG;Sudeste;BUTANTAN/SINOVAC;21013;11045;9968
Araxá;310400;MG;Sudeste;PFIZER/BIONTECH;4061;4059;2
Araxá;310400;MG;Sudeste;JANSSEN;1197;0;0
Arceburgo;310410;MG;Sudeste;FIOCRUZ/ASTRAZENECA;2680;2399;281
Arceburgo;310410;MG;Sudeste;BUTANTAN/SINOVAC;2500;1307;1193
Arceburgo;310410;MG;Sudeste;PFIZER/BIONTECH;336;336;0
Arceburgo;310410;MG;Sudeste;JANSSEN;155;0;0
Arco-Íris;350335;SP;Sudeste;BUTANTAN/SINOVAC;1258;621;637
Arco-Íris;350335;SP;Sudeste;FIOCRUZ/ASTRAZENECA;667;598;69
Arco-Íris;350335;SP;Sudeste;PFIZER/BIONTECH;129;129;0
Arco-Íris;350335;SP;Sudeste;JANSSEN;19;0;0
Arcos;310420;MG;Sudeste;FIOCRUZ/ASTRAZENECA;10606;9938;668
Arcos;310420;MG;Sudeste;BUTANTAN/SINOVAC;7784;4162;3622
Arcos;310420;MG;Sudeste;PFIZER/BIONTECH;1824;1824;0
Arcos;310420;MG;Sudeste;JANSSEN;500;0;0
Arcoverde;260120;PE;Nordeste;BUTANTAN/SINOVAC;16742;9017;7725
Arcoverde;260120;PE;Nordeste;FIOCRUZ/ASTRAZENECA;15738;14460;1278
Arcoverde;260120;PE;Nordeste;JANSSEN;2390;0;0
Arcoverde;260120;PE;Nordeste;PFIZER/BIONTECH;2344;2342;2
Areado;310430;MG;Sudeste;BUTANTAN/SINOVAC;3274;1699;1575
Areado;310430;MG;Sudeste;FIOCRUZ/ASTRAZENECA;2480;2343;137
Areado;310430;MG;Sudeste;PFIZER/BIONTECH;305;305;0
Areal;330022;RJ;Sudeste;FIOCRUZ/ASTRAZENECA;4099;3820;279
Areal;330022;RJ;Sudeste;BUTANTAN/SINOVAC;3533;1851;1682
Areal;330022;RJ;Sudeste;PFIZER/BIONTECH;329;329;0
Arealva;350340;SP;Sudeste;BUTANTAN/SINOVAC;2629;1423;1206
Arealva;350340;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2469;2241;228
Arealva;350340;SP;Sudeste;PFIZER/BIONTECH;522;521;1
Arealva;350340;SP;Sudeste;JANSSEN;293;0;0
Areia;250110;PB;Nordeste;BUTANTAN/SINOVAC;5814;3227;2587
Areia;250110;PB;Nordeste;FIOCRUZ/ASTRAZENECA;4932;4576;356
Areia;250110;PB;Nordeste;PFIZER/BIONTECH;809;809;0
Areia;250110;PB;Nordeste;JANSSEN;245;0;0
Areia Branca;240110;RN;Nordeste;FIOCRUZ/ASTRAZENECA;5880;5411;469
Areia Branca;240110;RN;Nordeste;BUTANTAN/SINOVAC;4578;2375;2203
Areia Branca;240110;RN;Nordeste;PFIZER/BIONTECH;980;980;0
Areia Branca;240110;RN;Nordeste;JANSSEN;228;0;0
Areia Branca;280050;SE;Nordeste;BUTANTAN/SINOVAC;2800;1479;1321
Areia Branca;280050;SE;Nordeste;FIOCRUZ/ASTRAZENECA;2558;2411;147
Areia Branca;280050;SE;Nordeste;PFIZER/BIONTECH;174;174;0
Areia Branca;280050;SE;Nordeste;JANSSEN;2;0;0
Areia De Baraúnas;250115;PB;Nordeste;BUTANTAN/SINOVAC;656;355;301
Areia De Baraúnas;250115;PB;Nordeste;FIOCRUZ/ASTRAZENECA;337;309;28
Areia De Baraúnas;250115;PB;Nordeste;PFIZER/BIONTECH;78;78;0
Areia De Baraúnas;250115;PB;Nordeste;JANSSEN;10;0;0
Areial;250120;PB;Nordeste;BUTANTAN/SINOVAC;1597;928;669
Areial;250120;PB;Nordeste;FIOCRUZ/ASTRAZENECA;1362;1201;161
Areial;250120;PB;Nordeste;PFIZER/BIONTECH;336;336;0
Areial;250120;PB;Nordeste;JANSSEN;99;0;0
Areias;350350;SP;Sudeste;FIOCRUZ/ASTRAZENECA;970;873;97
Areias;350350;SP;Sudeste;BUTANTAN/SINOVAC;953;523;430
Areias;350350;SP;Sudeste;PFIZER/BIONTECH;159;158;1
Areias;350350;SP;Sudeste;JANSSEN;70;0;0
Areiópolis;350360;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2449;2279;170
Areiópolis;350360;SP;Sudeste;BUTANTAN/SINOVAC;2013;1201;812
Areiópolis;350360;SP;Sudeste;PFIZER/BIONTECH;519;519;0
Areiópolis;350360;SP;Sudeste;JANSSEN;293;0;0
Arenápolis;510130;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;2620;2044;576
Arenápolis;510130;MT;Centro-Oeste;BUTANTAN/SINOVAC;2285;1234;1051
Arenápolis;510130;MT;Centro-Oeste;PFIZER/BIONTECH;337;330;7
Arenápolis;510130;MT;Centro-Oeste;JANSSEN;157;0;0
Arenópolis;520235;GO;Centro-Oeste;BUTANTAN/SINOVAC;788;436;352
Arenópolis;520235;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;780;689;91
Arenópolis;520235;GO;Centro-Oeste;PFIZER/BIONTECH;54;54;0
Arenópolis;520235;GO;Centro-Oeste;JANSSEN;20;0;0
Arês;240120;RN;Nordeste;FIOCRUZ/ASTRAZENECA;2820;2714;106
Arês;240120;RN;Nordeste;BUTANTAN/SINOVAC;2115;1034;1081
Arês;240120;RN;Nordeste;PFIZER/BIONTECH;711;711;0
Arês;240120;RN;Nordeste;JANSSEN;93;0;0
Argirita;310440;MG;Sudeste;BUTANTAN/SINOVAC;814;417;397
Argirita;310440;MG;Sudeste;FIOCRUZ/ASTRAZENECA;308;261;47
Argirita;310440;MG;Sudeste;PFIZER/BIONTECH;57;57;0
Argirita;310440;MG;Sudeste;-;0;0;0
Aricanduva;310445;MG;Sudeste;BUTANTAN/SINOVAC;1553;886;667
Aricanduva;310445;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1083;968;115
Aricanduva;310445;MG;Sudeste;PFIZER/BIONTECH;281;281;0
Aricanduva;310445;MG;Sudeste;JANSSEN;21;0;0
Arinos;310450;MG;Sudeste;BUTANTAN/SINOVAC;4121;2214;1907
Arinos;310450;MG;Sudeste;FIOCRUZ/ASTRAZENECA;3032;2717;315
Arinos;310450;MG;Sudeste;PFIZER/BIONTECH;591;591;0
Arinos;310450;MG;Sudeste;JANSSEN;47;0;0
Aripuanã;510140;MT;Centro-Oeste;BUTANTAN/SINOVAC;2930;1699;1231
Aripuanã;510140;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;2861;2656;205
Aripuanã;510140;MT;Centro-Oeste;PFIZER/BIONTECH;936;934;2
Aripuanã;510140;MT;Centro-Oeste;JANSSEN;262;0;0
Ariquemes;110002;RO;Norte;FIOCRUZ/ASTRAZENECA;16856;15706;1150
Ariquemes;110002;RO;Norte;BUTANTAN/SINOVAC;16624;9116;7508
Ariquemes;110002;RO;Norte;PFIZER/BIONTECH;6436;6434;2
Ariquemes;110002;RO;Norte;JANSSEN;2256;2250;6
Ariranha;350370;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2533;2300;233
Ariranha;350370;SP;Sudeste;BUTANTAN/SINOVAC;2403;1353;1050
Ariranha;350370;SP;Sudeste;JANSSEN;494;0;0
Ariranha;350370;SP;Sudeste;PFIZER/BIONTECH;491;490;1
Ariranha Do Ivaí;410185;PR;Sul;FIOCRUZ/ASTRAZENECA;835;730;105
Ariranha Do Ivaí;410185;PR;Sul;BUTANTAN/SINOVAC;684;368;316
Ariranha Do Ivaí;410185;PR;Sul;PFIZER/BIONTECH;46;46;0
Ariranha Do Ivaí;410185;PR;Sul;JANSSEN;32;0;0
Armação Dos Búzios;330023;RJ;Sudeste;FIOCRUZ/ASTRAZENECA;5999;5706;293
Armação Dos Búzios;330023;RJ;Sudeste;BUTANTAN/SINOVAC;5844;3345;2499
Armação Dos Búzios;330023;RJ;Sudeste;PFIZER/BIONTECH;336;336;0
Armação Dos Búzios;330023;RJ;Sudeste;JANSSEN;2;0;0
Armazém;420150;SC;Sul;FIOCRUZ/ASTRAZENECA;2815;2419;396
Armazém;420150;SC;Sul;BUTANTAN/SINOVAC;1756;1005;751
Armazém;420150;SC;Sul;PFIZER/BIONTECH;366;366;0
Armazém;420150;SC;Sul;JANSSEN;242;0;0
Arneiroz;230150;CE;Nordeste;BUTANTAN/SINOVAC;910;732;178
Arneiroz;230150;CE;Nordeste;FIOCRUZ/ASTRAZENECA;314;291;23
Aroazes;220090;PI;Nordeste;FIOCRUZ/ASTRAZENECA;1620;1275;345
Aroazes;220090;PI;Nordeste;BUTANTAN/SINOVAC;1591;846;745
Aroazes;220090;PI;Nordeste;PFIZER/BIONTECH;258;258;0
Aroazes;220090;PI;Nordeste;JANSSEN;90;0;0
Aroeiras;250130;PB;Nordeste;BUTANTAN/SINOVAC;4662;2383;2279
Aroeiras;250130;PB;Nordeste;FIOCRUZ/ASTRAZENECA;3482;3180;302
Aroeiras;250130;PB;Nordeste;PFIZER/BIONTECH;452;452;0
Aroeiras;250130;PB;Nordeste;JANSSEN;11;0;0
Aroeiras Do Itaim;220095;PI;Nordeste;FIOCRUZ/ASTRAZENECA;727;550;177
Aroeiras Do Itaim;220095;PI;Nordeste;BUTANTAN/SINOVAC;619;325;294
Aroeiras Do Itaim;220095;PI;Nordeste;JANSSEN;36;0;0
Arraial;220100;PI;Nordeste;FIOCRUZ/ASTRAZENECA;1173;1007;166
Arraial;220100;PI;Nordeste;BUTANTAN/SINOVAC;940;489;451
Arraial;220100;PI;Nordeste;PFIZER/BIONTECH;169;169;0
Arraial;220100;PI;Nordeste;JANSSEN;64;0;0
Arraial Do Cabo;330025;RJ;Sudeste;FIOCRUZ/ASTRAZENECA;8847;8173;674
Arraial Do Cabo;330025;RJ;Sudeste;BUTANTAN/SINOVAC;7960;4409;3551
Arraial Do Cabo;330025;RJ;Sudeste;PFIZER/BIONTECH;1520;1519;1
Arraial Do Cabo;330025;RJ;Sudeste;JANSSEN;206;0;0
Arraias;170240;TO;Norte;FIOCRUZ/ASTRAZENECA;4098;3163;935
Arraias;170240;TO;Norte;BUTANTAN/SINOVAC;2424;1370;1054
Arraias;170240;TO;Norte;JANSSEN;249;0;0
Arroio Do Meio;430100;RS;Sul;FIOCRUZ/ASTRAZENECA;7250;5860;1390
Arroio Do Meio;430100;RS;Sul;BUTANTAN/SINOVAC;6027;3162;2865
Arroio Do Meio;430100;RS;Sul;PFIZER/BIONTECH;1778;1777;1
Arroio Do Meio;430100;RS;Sul;JANSSEN;589;0;0
Arroio Do Padre;430107;RS;Sul;BUTANTAN/SINOVAC;1082;553;529
Arroio Do Padre;430107;RS;Sul;FIOCRUZ/ASTRAZENECA;907;724;183
Arroio Do Padre;430107;RS;Sul;PFIZER/BIONTECH;151;151;0
Arroio Do Padre;430107;RS;Sul;JANSSEN;46;0;0
Arroio Do Sal;430105;RS;Sul;FIOCRUZ/ASTRAZENECA;3531;3106;425
Arroio Do Sal;430105;RS;Sul;BUTANTAN/SINOVAC;3498;1854;1644
Arroio Do Sal;430105;RS;Sul;PFIZER/BIONTECH;888;888;0
Arroio Do Sal;430105;RS;Sul;JANSSEN;243;0;0
Arroio Do Tigre;430120;RS;Sul;FIOCRUZ/ASTRAZENECA;3583;3002;581
Arroio Do Tigre;430120;RS;Sul;BUTANTAN/SINOVAC;2956;1526;1430
Arroio Do Tigre;430120;RS;Sul;PFIZER/BIONTECH;1076;1075;1
Arroio Do Tigre;430120;RS;Sul;JANSSEN;323;0;0
Arroio Dos Ratos;430110;RS;Sul;BUTANTAN/SINOVAC;4731;2595;2136
Arroio Dos Ratos;430110;RS;Sul;FIOCRUZ/ASTRAZENECA;4077;3676;401
Arroio Dos Ratos;430110;RS;Sul;JANSSEN;567;0;0
Arroio Dos Ratos;430110;RS;Sul;PFIZER/BIONTECH;554;554;0
Arroio Grande;430130;RS;Sul;BUTANTAN/SINOVAC;5427;2784;2643
Arroio Grande;430130;RS;Sul;FIOCRUZ/ASTRAZENECA;5264;4575;689
Arroio Grande;430130;RS;Sul;PFIZER/BIONTECH;1216;1216;0
Arroio Grande;430130;RS;Sul;JANSSEN;415;0;0
Arroio Trinta;420160;SC;Sul;FIOCRUZ/ASTRAZENECA;1305;1153;152
Arroio Trinta;420160;SC;Sul;BUTANTAN/SINOVAC;1078;585;493
Arroio Trinta;420160;SC;Sul;PFIZER/BIONTECH;246;246;0
Arroio Trinta;420160;SC;Sul;JANSSEN;97;0;0
Artur Nogueira;350380;SP;Sudeste;FIOCRUZ/ASTRAZENECA;12860;11993;867
Artur Nogueira;350380;SP;Sudeste;BUTANTAN/SINOVAC;9995;5719;4276
Artur Nogueira;350380;SP;Sudeste;PFIZER/BIONTECH;2657;2631;26
Artur Nogueira;350380;SP;Sudeste;JANSSEN;1634;0;0
Aruanã;520250;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1836;1694;142
Aruanã;520250;GO;Centro-Oeste;BUTANTAN/SINOVAC;1691;975;716
Aruanã;520250;GO;Centro-Oeste;PFIZER/BIONTECH;338;338;0
Aruanã;520250;GO;Centro-Oeste;JANSSEN;173;0;0
Arujá;350390;SP;Sudeste;FIOCRUZ/ASTRAZENECA;21928;20440;1488
Arujá;350390;SP;Sudeste;BUTANTAN/SINOVAC;14644;8243;6401
Arujá;350390;SP;Sudeste;PFIZER/BIONTECH;4556;4543;13
Arujá;350390;SP;Sudeste;JANSSEN;2318;0;0
Arvoredo;420165;SC;Sul;BUTANTAN/SINOVAC;878;528;350
Arvoredo;420165;SC;Sul;FIOCRUZ/ASTRAZENECA;847;792;55
Arvoredo;420165;SC;Sul;PFIZER/BIONTECH;204;204;0
Arvoredo;420165;SC;Sul;JANSSEN;75;0;0
Arvorezinha;430140;RS;Sul;FIOCRUZ/ASTRAZENECA;3440;2597;843
Arvorezinha;430140;RS;Sul;BUTANTAN/SINOVAC;2750;1405;1345
Arvorezinha;430140;RS;Sul;PFIZER/BIONTECH;522;521;1
Arvorezinha;430140;RS;Sul;JANSSEN;45;0;0
Ascurra;420170;SC;Sul;BUTANTAN/SINOVAC;2266;1154;1112
Ascurra;420170;SC;Sul;FIOCRUZ/ASTRAZENECA;1671;1616;55
Ascurra;420170;SC;Sul;PFIZER/BIONTECH;387;387;0
Ascurra;420170;SC;Sul;JANSSEN;71;0;0
Aspásia;350395;SP;Sudeste;FIOCRUZ/ASTRAZENECA;704;637;67
Aspásia;350395;SP;Sudeste;BUTANTAN/SINOVAC;636;335;301
Aspásia;350395;SP;Sudeste;PFIZER/BIONTECH;126;126;0
Aspásia;350395;SP;Sudeste;JANSSEN;28;0;0
Assaí;410190;PR;Sul;FIOCRUZ/ASTRAZENECA;4739;4354;385
Assaí;410190;PR;Sul;BUTANTAN/SINOVAC;3645;1888;1757
Assaí;410190;PR;Sul;PFIZER/BIONTECH;639;639;0
Assaí;410190;PR;Sul;JANSSEN;242;0;0
Assaré;230160;CE;Nordeste;BUTANTAN/SINOVAC;4481;2569;1912
Assaré;230160;CE;Nordeste;FIOCRUZ/ASTRAZENECA;1917;1562;355
Assaré;230160;CE;Nordeste;PFIZER/BIONTECH;1;1;0
Assis;350400;SP;Sudeste;BUTANTAN/SINOVAC;36178;19217;16961
Assis;350400;SP;Sudeste;FIOCRUZ/ASTRAZENECA;34935;31266;3669
Assis;350400;SP;Sudeste;JANSSEN;4151;0;0
Assis;350400;SP;Sudeste;PFIZER/BIONTECH;4118;4115;3
Assis Brasil;120005;AC;Norte;BUTANTAN/SINOVAC;2747;1687;1060
Assis Brasil;120005;AC;Norte;FIOCRUZ/ASTRAZENECA;2110;1875;235
Assis Brasil;120005;AC;Norte;JANSSEN;70;0;0
Assis Chateaubriand;410200;PR;Sul;FIOCRUZ/ASTRAZENECA;10652;9662;990
Assis Chateaubriand;410200;PR;Sul;BUTANTAN/SINOVAC;9117;4838;4279
Assis Chateaubriand;410200;PR;Sul;PFIZER/BIONTECH;2228;2228;0
Assis Chateaubriand;410200;PR;Sul;JANSSEN;746;0;0
Assunção;250135;PB;Nordeste;BUTANTAN/SINOVAC;1114;543;571
Assunção;250135;PB;Nordeste;FIOCRUZ/ASTRAZENECA;677;623;54
Assunção;250135;PB;Nordeste;PFIZER/BIONTECH;190;190;0
Assunção;250135;PB;Nordeste;JANSSEN;70;0;0
Assunção Do Piauí;220105;PI;Nordeste;FIOCRUZ/ASTRAZENECA;2112;1551;561
Assunção Do Piauí;220105;PI;Nordeste;BUTANTAN/SINOVAC;1323;722;601
Assunção Do Piauí;220105;PI;Nordeste;PFIZER/BIONTECH;269;269;0
Assunção Do Piauí;220105;PI;Nordeste;JANSSEN;59;0;0
Astolfo Dutra;310460;MG;Sudeste;BUTANTAN/SINOVAC;2257;1195;1062
Astolfo Dutra;310460;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1062;848;214
Astolfo Dutra;310460;MG;Sudeste;JANSSEN;5;0;0
Astorga;410210;PR;Sul;FIOCRUZ/ASTRAZENECA;7209;6524;685
Astorga;410210;PR;Sul;BUTANTAN/SINOVAC;6184;3244;2940
Astorga;410210;PR;Sul;PFIZER/BIONTECH;1526;1525;1
Astorga;410210;PR;Sul;JANSSEN;693;0;0
Atalaia;270040;AL;Nordeste;FIOCRUZ/ASTRAZENECA;7428;6349;1079
Atalaia;270040;AL;Nordeste;BUTANTAN/SINOVAC;5782;2951;2831
Atalaia;270040;AL;Nordeste;PFIZER/BIONTECH;2020;2020;0
Atalaia;270040;AL;Nordeste;JANSSEN;55;0;0
Atalaia;410220;PR;Sul;FIOCRUZ/ASTRAZENECA;1748;1612;136
Atalaia;410220;PR;Sul;BUTANTAN/SINOVAC;1107;591;516
Atalaia;410220;PR;Sul;PFIZER/BIONTECH;79;79;0
Atalaia;410220;PR;Sul;JANSSEN;60;0;0
Atalaia Do Norte;130020;AM;Norte;BUTANTAN/SINOVAC;4805;2773;2032
Atalaia Do Norte;130020;AM;Norte;FIOCRUZ/ASTRAZENECA;2293;2138;155
Atalanta;420180;SC;Sul;FIOCRUZ/ASTRAZENECA;960;914;46
Atalanta;420180;SC;Sul;BUTANTAN/SINOVAC;861;455;406
Atalanta;420180;SC;Sul;PFIZER/BIONTECH;220;220;0
Atalanta;420180;SC;Sul;JANSSEN;106;0;0
Ataléia;310470;MG;Sudeste;BUTANTAN/SINOVAC;3801;1960;1841
Ataléia;310470;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1581;1335;246
Ataléia;310470;MG;Sudeste;PFIZER/BIONTECH;301;300;1
Atibaia;350410;SP;Sudeste;FIOCRUZ/ASTRAZENECA;39302;35645;3657
Atibaia;350410;SP;Sudeste;BUTANTAN/SINOVAC;37016;20369;16647
Atibaia;350410;SP;Sudeste;PFIZER/BIONTECH;6762;6758;4
Atibaia;350410;SP;Sudeste;JANSSEN;2436;0;0
Atilio Vivacqua;320070;ES;Sudeste;BUTANTAN/SINOVAC;3799;2102;1697
Atilio Vivacqua;320070;ES;Sudeste;FIOCRUZ/ASTRAZENECA;2706;2586;120
Atilio Vivacqua;320070;ES;Sudeste;PFIZER/BIONTECH;763;763;0
Atilio Vivacqua;320070;ES;Sudeste;JANSSEN;345;0;0
Augustinópolis;170255;TO;Norte;FIOCRUZ/ASTRAZENECA;4275;3964;311
Augustinópolis;170255;TO;Norte;BUTANTAN/SINOVAC;3217;1744;1473
Augusto Corrêa;150090;PA;Norte;FIOCRUZ/ASTRAZENECA;8163;7167;996
Augusto Corrêa;150090;PA;Norte;BUTANTAN/SINOVAC;4337;2515;1822
Augusto De Lima;310480;MG;Sudeste;BUTANTAN/SINOVAC;1138;597;541
Augusto De Lima;310480;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1026;896;130
Augusto De Lima;310480;MG;Sudeste;PFIZER/BIONTECH;49;49;0
Augusto De Lima;310480;MG;Sudeste;JANSSEN;10;0;0
Augusto Pestana;430150;RS;Sul;BUTANTAN/SINOVAC;2875;1486;1389
Augusto Pestana;430150;RS;Sul;FIOCRUZ/ASTRAZENECA;2399;1869;530
Augusto Pestana;430150;RS;Sul;PFIZER/BIONTECH;622;619;3
Augusto Pestana;430150;RS;Sul;JANSSEN;173;0;0
Augusto Severo;240130;RN;Nordeste;FIOCRUZ/ASTRAZENECA;3116;2855;261
Augusto Severo;240130;RN;Nordeste;BUTANTAN/SINOVAC;3031;1599;1432
